stock,date,author
ECNCF,2016-11-01,Brian Langis
HON,2016-11-01,Stephen Simpson
HDSN,2016-11-01,Capital Research
TDC,2016-10-31,Bert Hochfeld
EMIS,2016-10-31,PLM Investments
EHTH,2016-10-31,Vince Martin
PER,2016-10-31,Daniel R Moore
GAIA,2016-10-31,Laughing Water Capital
MRLDF,2016-10-31,Taylor Dart
WHZT,2016-10-31,The Forensic Accountant
DHIFF,2016-10-31,Trevor Day
GOLF,2016-10-31,Michael Boyd
BBBY,2016-10-31,Sophocles Sophocleous
FCFS,2016-10-31,Stephen Simpson
HSY,2016-10-31,Dividend Drive
GILD,2016-10-28,Truth Investor
JAGGF,2016-10-28,Dan Stringer
MGNI,2016-10-28,Jim Roumell
WTBCY,2016-10-28,Dividend Drive
CELG,2016-10-28,DoctoRx
VMW,2016-10-28,Bert Hochfeld
BIIB,2016-10-27,DoctoRx
PFE,2016-10-27,Healthcare on the Move
ENTA,2016-10-27,Dichotomy Capital
ABB,2016-10-27,Stephen Simpson
CVLT,2016-10-26,Bert Hochfeld
SBUX,2016-10-26,Bret Kenwell
GBT,2016-10-26,Decision Analytics
BCS,2016-10-26,KCI Research Ltd.
GNCA,2016-10-26,Agamemnus
IQEPF,2016-10-25,ActiveEurope
SNPS,2016-10-25,Bert Hochfeld
NVDA,2016-10-25,Mark Hibben
TEVA,2016-10-25,Marathon Investing
TIER,2016-10-25,Terrier Investing
KNL,2016-10-24,Vince Martin
TTWO,2016-10-24,Kevin Hess
EDIT,2016-10-24,Bhavneesh Sharma
DRETF,2016-10-24,Jussi Askola
GLIBA,2016-10-24,Long-Short Value
TWNK,2016-10-24,"Dane Capital Management, LLC"
CMG,2016-10-24,"Luis V. Sanchez, CFA"
MSFT,2016-10-21,Bert Hochfeld
GLDG,2016-10-21,Nicholas Nygaard
DFIN,2016-10-21,Afanti Arbitrage
OMER,2016-10-21,SciFi Advisor
MCFT,2016-10-21,Vince Martin
NKE,2016-10-21,Jeff Miller
ING,2016-10-21,Renaissance Research
OCN,2016-10-20,John Devaney
AG,2016-10-20,SomaBull
BABA,2016-10-20,LD Investments
QTM-OLD,2016-10-20,Revere Investing
FOSL,2016-10-20,Kenra Investors
MHGU,2016-10-20,Nicholas Bodnar
ZARFD,2016-10-19,Kevin Hess
IRIX,2016-10-19,Boris Marjanovic
ASPN,2016-10-19,Heartland Advisors
QCOM,2016-10-19,Mark Hibben
ALK,2016-10-19,Stephen Simpson
AMR,2016-10-19,BenWise Research
FVE,2016-10-18,Special Situation Investor
DVAX,2016-10-18,Sirius Capital
GEG,2016-10-18,Afanti Arbitrage
NEE,2016-10-17,Michael Fitzsimmons
MU,2016-10-17,William Tidwell
HAL,2016-10-17,Ray Merola
MYCC,2016-10-17,Vince Martin
DFS,2016-10-17,Zoren Philip Musngi
AMZN,2016-10-13,Bert Hochfeld
NX,2016-10-13,Vince Martin
SWK,2016-10-13,The Value Investor
ACAD,2016-10-13,Bret Jensen
NTLA,2016-10-13,Bhavneesh Sharma
SQ,2016-10-12,NextGenAnalysis
FTNT,2016-10-12,Bert Hochfeld
BHC,2016-10-12,Andrew McElroy
ENPH,2016-10-12,TJ Roberts
BYD,2016-10-12,Howard Jay Klein
IPCI,2016-10-12,Investor Initiatives
INTC,2016-10-12,Motek Moyen
BREW,2016-10-11,Mike Loughran
AZN,2016-10-11,Long/Short Investments
TCPI,2016-10-11,Bridgefield Capital Managment
BMY,2016-10-11,DoctoRx
MXGFF,2016-10-11,LeeFarnam
GOOG,2016-10-11,Peter Fuhrman
PSO,2016-10-11,Deep Insight
VALU,2016-10-10,ValueArtifex
DHCP,2016-10-09,John Zhang
STLA,2016-10-07,Anton Wahlman
ZCOR,2016-10-07,Bret Jensen
EURN,2016-10-07,Security Analysis
GILD,2016-10-07,DoctoRx
ALNY,2016-10-07,Biotech Phoenix
PKIUF,2016-10-07,Michael Fitzsimmons
LMB,2016-10-07,"Dane Capital Management, LLC"
DB,2016-10-06,Aswath Damodaran
FGBI,2016-10-06,Lateral Capital Management
GOOG,2016-10-06,BayesianLearner
SYAAF,2016-10-06,Ron Struthers
AVAL,2016-10-06,Ohio Capital Ideas
FOXA,2016-10-06,Thomas Lott
NTNX,2016-10-05,Bert Hochfeld
GOOG,2016-10-05,Mark Hibben
PTC,2016-10-05,Prasanna Rajagopal
CNKEF,2016-10-05,Value Digger
AAL,2016-10-04,Conrad Schickedanz
GME,2016-10-04,NextGenAnalysis
LXFT,2016-10-04,Kerrisdale Capital Management
FB,2016-10-04,Kayode Omotosho
AGRO,2016-10-03,Stephen Simpson
REGN,2016-10-03,DoctoRx
AER,2016-10-03,Stephen Simpson
HCM,2016-09-30,Jonathan Faison
AMGN,2016-09-30,DoctoRx
COG,2016-09-30,David White
FIT,2016-09-30,Bull & Bear Trading
EPAM,2016-09-29,Bert Hochfeld
SPWR,2016-09-29,Deep Value Hunter
CWGL,2016-09-29,Ohio Capital Ideas
GILD,2016-09-29,Slingshot Insights
GSIT,2016-09-28,Jim Roumell
EA,2016-09-28,Strubel Investment Management
RST,2016-09-28,Jim Roumell
NRIM,2016-09-28,Ian Bezek
TWTR,2016-09-27,Dan Rayburn
GOOG,2016-09-27,Bob O'Donnell
OSK,2016-09-27,Kyle Gunn
GE,2016-09-27,Prasanna Rajagopal
CHK,2016-09-27,David White
AAPL,2016-09-27,Mark Hibben
PYPL,2016-09-27,Manole Capital Management
IPI,2016-09-27,Bumbershoot Holdings
ANET,2016-09-27,"Matus Kubala, CFA"
BAC,2016-09-26,KCI Research Ltd.
AAPL,2016-09-26,Economics-Based Investor
GILD,2016-09-26,DoctoRx
BDL,2016-09-26,Yawkey Partners
VWAGY,2016-09-26,Anton Wahlman
NFLX,2016-09-26,Steven Mallas
AR,2016-09-26,Small Cap Capital
BMNM,2016-09-25,Scott Kennedy
AAPL,2016-09-23,Mark Hibben
JBHT,2016-09-23,Growth Investor1
MHK,2016-09-23,Paolo Gorgo
NSAT,2016-09-22,Safety In Value
FSLR,2016-09-22,EnerTuition
ZLTQ,2016-09-22,Vince Martin
CVTPF,2016-09-22,Brian Langis
C,2016-09-21,FIG Ideas
TSLA,2016-09-21,Randy Carlson
KKR,2016-09-21,Peter Frorer
AGN,2016-09-21,Open Square Capital
REGI,2016-09-20,Tristan R. Brown
PSTG,2016-09-20,Bert Hochfeld
ESRX,2016-09-20,Marc Radow
AAPL,2016-09-20,Mark Hibben
CLTFF,2016-09-20,Leveraged Loner
OHAI,2016-09-19,Small Cap Capital
AMCX,2016-09-19,Vince Martin
ATR,2016-09-19,Michael Boyd
QRTEA,2016-09-19,The Boyar Value Group
AAPL,2016-09-19,"Mark Bern, CFA"
AMD,2016-09-19,Mark Hibben
ADWPF,2016-09-18,Christopher De Sousa
IBB,2016-09-15,Brian Bain
LNTH,2016-09-15,Dan Stringer
WFC,2016-09-14,Ohio Capital Ideas
GBT,2016-09-14,Jonathan Faison
AAPL,2016-09-13,Bob O'Donnell
GLBL-OLD1,2016-09-13,Endeavor Analytics
SHSP,2016-09-13,Tech Opportunities
MSFT,2016-09-13,Andrew McElroy
OTEX,2016-09-13,Bert Hochfeld
CELG,2016-09-13,DoctoRx
SEP,2016-09-13,Michael Fitzsimmons
PRCP,2016-09-13,Arthur Frentzel
AAPL,2016-09-12,Mark Hibben
BHP,2016-09-12,KCI Research Ltd.
TWTR,2016-09-12,Orange Peel Investments
GOOG,2016-09-09,Steven Mallas
TSLA,2016-09-09,Aurelien Windenberger
ATHN-OLD,2016-09-08,Bert Hochfeld
NMIH,2016-09-08,Heath White
WLDN,2016-09-08,Inquirer
IBM,2016-09-08,Integer Investments
MINM,2016-09-08,Seneca Park Research
TGP,2016-09-08,J Mintzmyer
BRK.A,2016-09-07,Cullen Roche
BREW,2016-09-07,Vince Martin
DIS,2016-09-07,David J. Waldron
BRK.A,2016-09-06,Whitney Tilson
TVTY,2016-09-06,"Shaun Currie, CFA"
GILD,2016-09-06,DoctoRx
MESO,2016-09-06,David Murdoch
HPE,2016-09-05,Bert Hochfeld
FARM,2016-09-05,Mitchell Sacks
GOOG,2016-09-02,Paulo Santos
GILD,2016-09-02,Yevgeniy Feyman
C,2016-09-02,IP Banking Research
LIND,2016-09-02,Peregrine Capital
IBM,2016-09-02,Integer Investments
PANW,2016-08-31,Bert Hochfeld
NCLH,2016-08-31,Quinn Foley
SPY,2016-08-31,Brian Bain
AMGN,2016-08-30,DoctoRx
VTOL,2016-08-30,Donostia
ADSK,2016-08-29,Bert Hochfeld
CDNS,2016-08-29,Investment Skew
TOO,2016-08-29,Philip Mause
GPRE,2016-08-29,Tristan R. Brown
HLF,2016-08-29,William Keep
TNXP,2016-08-28,Jeff Eiseman
XOXO,2016-08-28,Christian Lamarco
WDAY,2016-08-26,Bert Hochfeld
FSLR,2016-08-26,Endeavor Analytics
RAMPF,2016-08-26,Pelorus Capital
KERX,2016-08-26,Big Bear
ANET,2016-08-25,Bert Hochfeld
VTRS,2016-08-25,DoctoRx
VTRS,2016-08-25,The Insiders Forum
SYF,2016-08-25,Stanislas Capital
LMB,2016-08-25,"Dane Capital Management, LLC"
VIA,2016-08-24,Steven Mallas
ACOR,2016-08-24,Clinically Sound Investor
NNUTU,2016-08-24,Heath White
FNMA,2016-08-24,Glen Bradford
GM,2016-08-24,Integer Investments
LILAK,2016-08-24,Left Shark Investing
AMZN,2016-08-23,Cheddar TV
CBFV,2016-08-23,Ian Bezek
TSLA,2016-08-23,Bob O'Donnell
AMD,2016-08-23,Mark Hibben
BATRK,2016-08-23,The Boyar Value Group
BYD,2016-08-22,Howard Jay Klein
CUO,2016-08-22,Inefficient Market
PTSI,2016-08-21,Connor Davis
AAPL,2016-08-19,Mark Hibben
CALM,2016-08-19,Investication
CVGW,2016-08-18,Growth Investor1
NVO,2016-08-18,PLM Investments
HZNP,2016-08-18,ONeil Trader
MDVN,2016-08-18,Big Bear
RDCM,2016-08-18,Mike Arnold
DLMAF,2016-08-17,Stephan Jayaratnam
WMT,2016-08-17,Lior Ronen
ALCO,2016-08-17,Nicholas Bodnar
BHE,2016-08-17,Lester Goh
SAUC,2016-08-17,Soldier of Fortune
TSCRF,2016-08-15,Robert Bezede
TWNK,2016-08-15,"Dane Capital Management, LLC"
MO,2016-08-13,Colorado Wealth Management Fund
PNRA,2016-08-12,Howard Jay Klein
VLP,2016-08-12,Tristan R. Brown
KFY,2016-08-12,Terrier Investing
ZARFD,2016-08-11,Kevin Hess
WNC,2016-08-11,"Jesse Sobelson, CFA"
PTLA,2016-08-11,DoctoRx
AAPL,2016-08-11,Brian Bain
GECC,2016-08-11,Afanti Arbitrage
MBI,2016-08-10,Tim Travis
OTEL,2016-08-10,Stephen Spicer
FIG,2016-08-10,Thomas Lott
SQ,2016-08-09,Bert Hochfeld
AMZN,2016-08-09,Mark Hibben
ASPS,2016-08-09,Michael Boyd
MIC,2016-08-08,Stephen Simpson
NECB,2016-08-08,Green Knight
NVO,2016-08-08,DoctoRx
BMRN,2016-08-08,Buddy Lyons
CBI,2016-08-07,Daniel Jones
HDP,2016-08-05,Bert Hochfeld
CDXC,2016-08-05,Cabeza Howe
NRBAY,2016-08-05,Renaissance Research
LND,2016-08-05,Jussi Askola
REGN,2016-08-04,DoctoRx
TTSH,2016-08-04,GS Analytics
FNMA,2016-08-04,Glen Bradford
IBM,2016-08-04,Integer Investments
MSFT,2016-08-03,Bachar Samawi
CELG,2016-08-03,DoctoRx
FIT,2016-08-03,Bull & Bear Trading
PGTI,2016-08-03,Juri Zguri
MX,2016-08-03,Income Clock
TDC,2016-08-02,Bert Hochfeld
AAPL,2016-08-02,Cheddar TV
LMB,2016-08-02,"Dane Capital Management, LLC"
AAPL,2016-08-01,Mark Hibben
HEAR,2016-08-01,Equitable Research
WCIC,2016-08-01,Jim Roumell
FRGI,2016-08-01,Taylor Henderson
CELG,2016-08-01,DoctoRx
MAT,2016-07-31,"David Kolpak, CFA"
CHK,2016-07-29,KCI Research Ltd.
AAPL,2016-07-29,Mark Hibben
TIS,2016-07-29,Stephen Simpson
BGCP,2016-07-29,Nat Stewart
LOGM,2016-07-29,Bert Hochfeld
BBXT,2016-07-28,LeeFarnam
VSAR-OLD,2016-07-28,Bhavneesh Sharma
BMRN,2016-07-28,Buddy Lyons
BNPQF,2016-07-28,Renaissance Research
SGYP-OLD,2016-07-28,ONeil Trader
NBGGY,2016-07-27,Value Detective
AAPL,2016-07-27,Mark Hibben
TLP,2016-07-27,Michael Fitzsimmons
GM,2016-07-26,Anton Wahlman
GILD,2016-07-26,DoctoRx
SEAS,2016-07-26,Money Investor
WMT,2016-07-25,Income Clock
NEP,2016-07-25,Michael Fitzsimmons
BTLCY,2016-07-25,Jussi Askola
MSFT,2016-07-24,Bert Hochfeld
AAPL,2016-07-24,Mark Hibben
FB,2016-07-22,Xuebing Wang
HD,2016-07-22,Jessica Li
SVNLF,2016-07-22,Renaissance Research
BIIB,2016-07-22,DoctoRx
NXEO,2016-07-21,Lester Goh
QCOM,2016-07-21,Mark Hibben
IPGP,2016-07-20,Stephen Simpson
AZIHY,2016-07-19,Labutes IR
AVAV,2016-07-19,Vince Martin
SUNW,2016-07-18,Jaret Wilson
CPLP,2016-07-18,J Mintzmyer
NTDOY,2016-07-17,Maks F. S.
GILD,2016-07-15,DoctoRx
FIT,2016-07-15,Filbert Street Capital
CMG,2016-07-14,John Zhang
DNSKF,2016-07-14,Renaissance Research
CELG,2016-07-14,DoctoRx
ITRN,2016-07-13,Otzar Capital Advisors
DIT,2016-07-13,Jan Svenda
NWSA,2016-07-13,Ohio Capital Ideas
AAPL,2016-07-12,Mark Hibben
GSIT,2016-07-12,Jim Roumell
STNG,2016-07-12,J Mintzmyer
MDSO,2016-07-12,Suhail Capital
SKUL,2016-07-11,Ravi Mulani
CST,2016-07-11,Lisa Peng
NTDOY,2016-07-11,Chris Katje
STNG,2016-07-11,Thomas Lott
SWDBF,2016-07-10,Renaissance Research
JKHY,2016-07-08,Bert Hochfeld
LUV,2016-07-08,Dalibor Kováč
VEDL,2016-07-08,Paulo Santos
AXON,2016-07-07,L&F Capital Management
FCUUF,2016-07-07,Itinerant
FIS,2016-07-07,Bert Hochfeld
BHC,2016-07-07,Bram de Haas
CHK,2016-07-06,David White
RXN,2016-07-06,Ravi Mulani
ITEX,2016-07-06,Safety In Value
CSWI,2016-07-06,Terrier Investing
PCO,2016-07-06,Austin Newsom
ABIL,2016-07-06,Heath White
ING,2016-07-06,Renaissance Research
SLP,2016-07-06,Buddy Lyons
VIRC,2016-07-06,Brandon Ferro
PISEF,2016-07-05,Dan Stringer
AAPL,2016-07-05,Mark Hibben
GILD,2016-07-05,DoctoRx
RMGN,2016-07-05,"Dane Capital Management, LLC"
BRK.B,2016-07-05,Ploutos
RDY,2016-07-05,Buddy Lyons
MEET,2016-07-05,Pinnacle Fund
ZDGE,2016-07-05,"Dane Capital Management, LLC"
IBM,2016-07-04,Integer Investments
MA,2016-07-04,Value Growth Investor
LYG,2016-07-01,Renaissance Research
AGFS,2016-07-01,"Dane Capital Management, LLC"
EXOSF,2016-07-01,Ohio Capital Ideas
BMRN,2016-07-01,Buddy Lyons
JAZZ,2016-06-30,Cheryl Swanson
NSANY,2016-06-30,Anton Wahlman
AAPL,2016-06-30,Paulo Santos
RICK,2016-06-30,Philip Hettich
AVHI,2016-06-30,The Boy Plunger
STC,2016-06-30,Ariana Research
CMG,2016-06-29,Long Hill Road Capital
LM,2016-06-29,Michael Boyd
AAPL,2016-06-29,Mark Hibben
BREW,2016-06-29,Mike Loughran
PERI,2016-06-29,Vince Martin
GIMO,2016-06-29,Bert Hochfeld
FB,2016-06-29,Joe Albano
FUR,2016-06-29,ValueArtifex
ENT,2016-06-29,Pluton Research
VWAGY,2016-06-28,Anton Wahlman
RPD,2016-06-28,Bert Hochfeld
TSLA,2016-06-28,Simple Investment Ideas
JAZZ,2016-06-28,Brett Wilson
AIR,2016-06-28,Jacobs Investment Management
SBLK,2016-06-28,The Owl
VEEV,2016-06-27,Bert Hochfeld
TNTFF,2016-06-27,The Investing Dutchman
CDXC,2016-06-27,KarinCA
ZDGE,2016-06-27,Ravi Mulani
XPO,2016-06-27,Growth Investor1
TSLA,2016-06-27,Income Clock
FLYBF,2016-06-27,The Investment Doctor
TSLA,2016-06-24,Randy Carlson
TSLA,2016-06-24,Simple Investment Ideas
PCRX,2016-06-24,ONeil Trader
TSLA,2016-06-22,Rocco Pendola
GILD,2016-06-22,DoctoRx
TAST,2016-06-22,Capital Research
NLOK,2016-06-21,Bert Hochfeld
ICCC,2016-06-21,Boris Marjanovic
NILSY,2016-06-21,Seeking Early Retirement
FTK,2016-06-21,Michael Filloon
FAF,2016-06-21,Ian Bezek
TTEK,2016-06-21,Joshua Hall
HAR,2016-06-20,John Vincent
BADFF,2016-06-20,Juri Zguri
TSLA,2016-06-20,Mike Hathaway
LIOX,2016-06-20,Bryan Wagman
NOMD,2016-06-20,Lester Goh
REGN,2016-06-20,DoctoRx
AABA,2016-06-17,Blue Harbinger
SHPG,2016-06-17,Stanislas Capital
HRTG,2016-06-17,Dichotomy Capital
AAPL,2016-06-16,Mark Hibben
LONE,2016-06-16,Long Player
AEM,2016-06-16,Taylor Dart
SPGI,2016-06-16,Investment Biker
NFLX,2016-06-15,L&F Capital Management
BPT,2016-06-15,The Forensic Accountant
PNK,2016-06-15,Howard Jay Klein
WMB,2016-06-15,Vlae Kershner
PAY,2016-06-15,Terrier Investing
SBLK,2016-06-15,The Owl
XOM,2016-06-15,"Peter F. Way, CFA"
AAPL,2016-06-14,Mark Hibben
ISEE,2016-06-14,ONeil Trader
MSFT,2016-06-14,Dana Blankenhorn
HUBS,2016-06-13,Bert Hochfeld
LC,2016-06-13,FinTechForecast
JKHY,2016-06-13,Michael Boyd
AGFS,2016-06-13,Leveraged Loner
MSFT,2016-06-13,Bill Maurer
GILD,2016-06-13,DoctoRx
SMG,2016-06-13,Spy Hill Research
HOV,2016-06-12,The Owl
NVCR,2016-06-12,Jonathan Faison
PAY,2016-06-10,Bret Kenwell
AAPL,2016-06-10,Mark Hibben
IBM,2016-06-09,BayesianLearner
ECOM,2016-06-09,Darspal S Mann
AHGP,2016-06-09,Michael Boyd
MLP,2016-06-08,Safety In Value
BHR,2016-06-08,HFIR
AAPL,2016-06-08,Mark Hibben
ULTI,2016-06-07,Bert Hochfeld
BOSSY,2016-06-07,Eklund Research
BINCF,2016-06-07,Belgian And Bullish
MITK,2016-06-07,Cliffside Research
NTIOF,2016-06-06,Caiman Valores
LMNR,2016-06-06,Nicholas Bodnar
QCOM,2016-06-06,Mark Hibben
AAPL,2016-06-06,Bill Maurer
GILD,2016-06-06,DoctoRx
PGEN,2016-06-06,Epsilon
SNOW-OLD,2016-06-06,Cash Man
ESPR,2016-06-03,Simon Daly
PAY,2016-06-03,Bret Kenwell
MYCC,2016-06-03,Vince Martin
ELEEF,2016-06-03,Dan Stringer
BAC,2016-06-02,IP Banking Research
BXE-OLD,2016-06-02,HFIR
EBS,2016-06-01,David Chopin
WDAY,2016-06-01,Bert Hochfeld
EVRI,2016-06-01,Jolyon Loo
TWTR,2016-06-01,David Pinsen
MEET,2016-06-01,Pinnacle Fund
PTLA,,DoctoRx
IBM,,Shudeep Chandrasekhar
SMNUF,,Nadine Terman
LYG,,The First Mover
WFC,,Ray Merola
GS,,Kurt Dew
CPLP,,Darren McCammon
GOOG,,V T S
LCI,,Lateral Capital Management
CRRT,,Long Player
TRC,,Nicholas Bodnar
AIRM,,Long/Short Investments
FF,,Tristan R. Brown
SSNI,,Bert Hochfeld
SZIHD,,AsiaValue
AKBA,,Bhavneesh Sharma
ENZN,,"Brian Harper, CFA"
ITRI,,Bert Hochfeld
BCE,,John Lawlor
ALARF,,Small Cap Income
PRAA,,Stephen Simpson
AAPL,,Mark Hibben
TGLS,,Alpha Vulture
MBUU,,The Investing Dutchman
CLMT,,Volte-Face Investments
ARAY,,Stephen Simpson
ASOMF,,Nikolaos Giannoulis
ARCB,,Ohio Capital Ideas
PEYUF,,Long Player
LEAF,,Artko Capital
FIT,,Seth Golden
CBOE,,Michael Boyd
AAPL,,Mark Hibben
MDIBY,,Labutes IR
GILD,,DoctoRx
BSQR,,Colin Tedards
GOOG,,BayesianLearner
CCO,,Arthur Baer
GOOG,,Mark Hibben
AAPL,,Motek Moyen
TNXP,,Jeff Eiseman
TGT,,Colorado Wealth Management Fund
ALEX,,Keubiko
SNCR,,Bert Hochfeld
PMTS,,The Investing Dutchman
KPLUY,,Niclas Thamm
CELG,,DoctoRx
SBUX,,Bret Kenwell
KEWL,,Nicholas Bodnar
IMPR,,Joe Albano
MRVL,,Lior Ronen
ALCO,,John Zhang
REGN,,DoctoRx
TSLA,,Randy Carlson
YELL,,Growth Investor1
OEXFF,,Volte-Face Investments
UETMF,,Jeremy Raper
FLNT,,Kevin Quon
GME,,Matthew Chan
RST,,Jim Roumell
PFE,,DoctoRx
MON-OLD,,Seeking Early Retirement
OMAB,,Ian Bezek
EXOSF,,GreenWood Investors
ECTM,,Daniel R Moore
INTC,,Shudeep Chandrasekhar
GILD,,Uncommon Profit Investor
BATRK,,Chris DeMuth Jr.
TEVA,,DoctoRx
PAYC,,Bert Hochfeld
CALL,,Magic Investments
PTC,,Karan Parekh
FOE,,The Simplistic Investor
CL,,Christopher De Sousa
SATYF,,Drew Peng
AAL,,West Coast Growth Picks
DORM,,Small Cap Income
RLYP,,ONeil Trader
MATX,,Growth Investor1
PRAA,,David Locke
NVDA,,Mark Hibben
FTS,,John Lawlor
OSB,,Chris Damas
GILD,,DoconStocks
CDK,,Darwin Capital Management
TVIAQ,,Kevin Quon
TEAM,,Bert Hochfeld
MGM,,Howard Jay Klein
PTLA,,DoctoRx
TSLA,,Dana Blankenhorn
SHLX,,Michael Boyd
GME,,Robert Bezede
GTE,,Caiman Valores
AAPL,,PLM Investments
REGN,,DoctoRx
ATSG,,Growth Investor1
JYNT,,Colin Tedards
CRRT,,Long Player
AVGO,,SevenSeas Investment Research
LIND,,"Dane Capital Management, LLC"
AJRD,,LT Value
DDAY,,Stone Fox Capital
WYNN,,Howard Jay Klein
PDER,,Safety In Value
CSCO,,Shudeep Chandrasekhar
CMPR,,Alexander Ainsley
LUK-OLD,,Ohio Capital Ideas
DETNF,,Street Smart Investor
BCOR,,Vince Martin
TSLA,,Short/Long Trader
JQC,,Jim Roumell
DIS,,Bret Kenwell
BAC,,IP Banking Research
AAPL,,ETF Monkey
QEP,,Richard Zeits
BLX,,Ian Bezek
AMGN,,DoctoRx
OTCM,,60° North Investments
ARMH,,Dividend Drive
USG,,Nicolas Carreras
TOWR,,Jeremy Raper
CMG,,Billy Duberstein
F,2016-04-29,Kyle Gunn
OTEX,2016-04-29,Bert Hochfeld
GILD,2016-04-29,DoctoRx
INCY,2016-04-29,Zach Hartman
LRCX,2016-04-29,Joshua Hall
GILD,2016-04-28,Jonathan Weber
DD,2016-04-28,Sustainable Free Cash Flow
CELG,2016-04-28,DoctoRx
FB,2016-04-28,Joe Albano
BMY,2016-04-28,DoctoRx
RHT,2016-04-28,Bert Hochfeld
BDRBF,2016-04-28,West Coast Growth Picks
INTC,2016-04-27,William Tidwell
MSFT,2016-04-27,Doug Young
AAPL,2016-04-27,Chad Brand
JBLU,2016-04-27,West Coast Growth Picks
TEN,2016-04-27,Michael Boyd
SRNE,2016-04-27,Elias Simpson
GM,2016-04-27,Larry Saunders
NPK,2016-04-27,Donald Marchiony
WTER,2016-04-26,Stone Fox Capital
AMZKF,2016-04-26,Dan Stringer
PTC,2016-04-26,Bert Hochfeld
VIAAY,2016-04-26,Martin Keck
PRGO,2016-04-26,Kumquat Research
CRWS,2016-04-26,Harry Long
RHHBY,2016-04-25,Stephen Simpson
KNL,2016-04-25,Vince Martin
TPCA,2016-04-25,Vince Martin
CBMX,2016-04-25,"Paul Nouri, CFP"
M,2016-04-24,Harm Elderman
CMP,2016-04-22,Periwinkle Investing
TRV,2016-04-22,Greg Wajda
VMW,2016-04-22,Bert Hochfeld
BIIB,2016-04-21,DoctoRx
LNDC,2016-04-21,Terrier Investing
FB,2016-04-21,Altum Research
TWTR,2016-04-21,Steven Mallas
AGN,2016-04-21,Thomas Lott
IBM,2016-04-21,Shudeep Chandrasekhar
INTC,2016-04-20,William Tidwell
MSFT,2016-04-20,Bull & Bear Trading
GOOG,2016-04-20,Dana Blankenhorn
NFLX,2016-04-20,"Dave Dierking, CFA"
IBM,2016-04-20,Shudeep Chandrasekhar
FIT,2016-04-20,Seth Golden
JNJ,2016-04-19,DoctoRx
C,2016-04-19,Tim Travis
IBM,2016-04-19,Shudeep Chandrasekhar
UEPS,2016-04-19,Se Levanta Investments
AAPL,2016-04-18,Mark Hibben
ADSK,2016-04-18,Bert Hochfeld
FLNT,2016-04-18,Kevin Quon
KNBWY,2016-04-18,Michael Boyd
BDSI,2016-04-18,Bret Jensen
DVAX,2016-04-18,Bret Jensen
FNMA,2016-04-18,Glen Bradford
TVIAQ,2016-04-18,Kevin Quon
CCJ,2016-04-18,John Lawlor
AAPL,2016-04-17,Short/Long Trader
FB,2016-04-15,Tomasz Tunguz
BRLXF,2016-04-15,Robert & Sam Kovacs
RFP,2016-04-15,Timothy Stabosz
CELG,2016-04-15,DoctoRx
EDIT,2016-04-15,John Zhang
CLDX,2016-04-15,William Meyers
WPG,2016-04-15,Dane Bowler
AMZN,2016-04-15,The Entertainment Oracle
RAMPF,2016-04-15,Pelorus Capital
MRZLF,2016-04-14,Sean McEniry
NFLX,2016-04-14,Greg Wajda
AAPL,2016-04-14,Mark Hibben
LCI,2016-04-14,John Zhang
AGN,2016-04-14,Iron Value
CRM,2016-04-14,Bert Hochfeld
BAC,2016-04-14,Quad 7 Capital
VLGEA,2016-04-14,Paulo Santos
PRAA,2016-04-14,Pretium
AAPL,2016-04-13,Erik Bergseng
NVO,2016-04-13,DoctoRx
FNMA,2016-04-13,Glen Bradford
AAPL,2016-04-12,Mark Hibben
CVX,2016-04-12,Jennifer Warren
ARNA,2016-04-12,Spencer Osborne
NKE,2016-04-12,Vince Martin
ASRT,2016-04-12,JMY Investments
TRN,2016-04-12,Daniel Jones
NVO,2016-04-12,DoctoRx
GRUB,2016-04-11,Pluton Research
APA,2016-04-11,Long Player
MAMS,2016-04-11,The Simplistic Investor
LMOS,2016-04-11,John Zhang
MATR,2016-04-11,Mark Gomes
FC,2016-04-11,Terrier Investing
OESX,2016-04-11,Arthur Frentzel
LNVGY,2016-04-08,Natalie Koo
RAX,2016-04-08,Bert Hochfeld
KTWO,2016-04-08,Stephen Simpson
R,2016-04-07,Growth Investor1
MU,2016-04-07,Stephen Breezy Research
THR,2016-04-07,Terrier Investing
FNV,2016-04-07,FI Fighter
AMBC,2016-04-06,"Derek Pilecki, CFA"
NVDA,2016-04-06,Mark Hibben
IOSP,2016-04-06,Stephen Simpson
PMNXF,2016-04-06,Itinerant
TSLA,2016-04-06,Short/Long Trader
TSEM,2016-04-06,Jaret Wilson
AGN,2016-04-05,Open Square Capital
AGN,2016-04-05,"Andrew Walker, CFA"
TSLA,2016-04-05,Brian Morin
MSFT,2016-04-04,Bert Hochfeld
INST,2016-04-04,John Zhang
VMI,2016-04-04,Vince Martin
JNJ,2016-04-04,DoctoRx
AC,2016-04-04,John Huber
MSFT,2016-04-03,Peter Vanderminden
MU,2016-04-03,Stephen Breezy Research
TSLA,2016-04-01,Roger Pressman
AMZN,2016-04-01,Bert Hochfeld
REGN,2016-04-01,DoctoRx
DHX,2016-04-01,Anthony Rago
WDC,2016-04-01,"Alex Zhao, CFA"
NROM,2016-04-01,"Andrew Walker, CFA"
AXTI,2016-04-01,Brandon Ferro
PLD,2016-03-31,Dane Bowler
RDCM,2016-03-31,Mike Arnold
